list_date,isbn13,rank,weeks_on_list,isbn10,title,author,publisher,description,month,clean_description,dominant_topic,sentiment_compound
2023-01-22,9780063021426,10,6,,BABEL,R.F. Kuang,Harper Voyager,"In 1828, Robin Swift studies at Oxford University’s Royal Institute of Translation and faces a choice when Britain pursues a war with China.",1,       robin swift study oxford university royal institute translation face choice britain pursue war china,4,-0.4767
2023-01-22,9780593328798,11,1,,AGE OF VICE,Deepti Kapoor,Riverhead,"A servant, an heir and a journalist are caught up in a complicated series of events involving romance and corruption in India.",1,servant heir journalist catch complicated series event involve romance corruption india,4,0.5574
2023-01-22,9781250145291,12,6,,A WORLD OF CURIOSITIES,Louise Penny,Minotaur,"The 18th book in the Chief Inspector Gamache series. When an attic room that was sealed off 160 years ago is opened, an old enemy returns.",1,book chief inspector gamache series attic room seal      year ago open old enemy return,13,-0.5423
2023-01-22,9781250280015,13,1,,THE VILLA,Rachel Hawkins,St. Martin's,"Two women visit an Italian villa where events in the 1970s sparked a horror novel, a platinum album and a murder.",1,woman visit italian villa event      spark horror novel platinum album murder,8,-0.7351
2023-01-22,9780063204157,14,2,,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,1,widow work night shift sowell bay aquarium aid solve mystery giant pacific octopus live,17,0.2023
2023-01-22,9780593449554,15,16,,DREAMLAND,Nicholas Sparks,Random House,Musicians from different backgrounds are attracted to each other and a mother flees with her son from an abusive husband.,1,musician different background attract mother flee son abusive husband,14,-0.4019
2023-01-29,9781250313102,1,1,,HELL BENT,Leigh Bardugo,Flatiron,The second book in the Alex Stern series. Alex risks her future at Lethe and Yale to get Darlington out of purgatory.,1,second book alex stern series alex risk future lethe yale darlington purgatory,0,-0.2732
2023-01-29,9780316404297,2,1,,THE HOUSE OF WOLVES,James Patterson and Mike Lupica,"Little, Brown","After her father is murdered, Jenny Wolf becomes the head of a powerful family in California.",1,father murder jenny wolf head powerful family california,9,-0.4404
2023-01-29,9780385547345,3,36,,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,1,scientist single mother live california      star cooking,7,0.0
2023-01-29,9780593321201,4,16,,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.,1,friend find partnership challenge world video game design,6,0.5423
2023-01-29,9780593186718,5,2,,THE HOUSE IN THE PINES,Ana Reyes,Dutton,"Seven years after witnessing her best friend drop dead, Maya returns to her Berkshires hometown to piece together what happened.",1,seven year witness good friend drop dead maya return berkshire hometown piece happen,17,-0.0772
2023-01-29,9780063251922,6,13,,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,1,winner       pulitzer prize fiction reimagining charle dicken david copperfield set mountain southern appalachia,11,0.7964
2023-01-29,9780385548922,7,13,,THE BOYS FROM BILOXI,John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law.",1,childhood friend follow father footstep put opposite side law,10,0.4939
2023-01-29,9781668002179,8,19,,FAIRY TALE,Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.,1,high school kid inherit shed portal world good evil war,7,-0.7506
2023-01-29,9781984821867,9,2,,WITHOUT A TRACE,Danielle Steel,Delacorte,Charles Vincent meets someone who ignites his passion and must decide whether to walk away from his perfect-from-the-outside life.,1,charles vincent meet ignite passion decide walk away perfect outside life,2,0.7717
2023-01-29,9781984818386,10,15,,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush.",1,return hometown olivia mcafee son get accuse kill crush,10,-0.7964
2023-01-29,9780778333111,11,1,,JUST THE NICEST COUPLE,Mary Kubica,Park Row,Nina Hayes searches for her missing husband while a couple close to her cover their tracks.,1,nina haye search miss husband couple close cover track,13,-0.1531
2023-01-29,9780525559474,12,99,,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.,1,nora seed find library edge universe contain book multiple possibility life live,12,0.0
2023-01-29,9780063021426,13,7,,BABEL,R.F. Kuang,Harper Voyager,"In 1828, Robin Swift studies at Oxford University’s Royal Institute of Translation and faces a choice when Britain pursues a war with China.",1,       robin swift study oxford university royal institute translation face choice britain pursue war china,4,-0.4767
2023-01-29,9780399562969,14,8,,HORSE,Geraldine Brooks,Viking,"The story of a racehorse, an enslaved groom and an itinerant painter reverberates in three different eras.",1,story racehorse enslaved groom itinerant painter reverberate different era,15,-0.4019
2023-01-29,9780593420317,15,1,,TRUST,Hernan Diaz,Riverhead,Competing narratives about a wealthy New York couple have new revelations over the course of a century.,1,compete narrative wealthy new york couple new revelation course century,5,0.3612
2023-02-05,9780385547345,1,37,,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,2,scientist single mother live california      star cooking,7,0.0
2023-02-05,9781538736777,2,1,,THE CABINET OF DR. LENG,Douglas Preston and Lincoln Child,Grand Central,The 21st book in the Pendergast series. Constance Greene travels back in time to prevent the deaths of her siblings.,2,book pendergast series constance greene travel time prevent death sibling,19,-0.5859
2023-02-05,9780316404297,3,2,,THE HOUSE OF WOLVES,James Patterson and Mike Lupica,"Little, Brown","After her father is murdered, Jenny Wolf becomes the head of a powerful family in California.",2,father murder jenny wolf head powerful family california,9,-0.4404
2023-02-05,9780593321201,4,17,,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.,2,friend find partnership challenge world video game design,6,0.5423
2023-02-05,9780593201268,5,1,,HOW TO SELL A HAUNTED HOUSE,Grady Hendrix,Berkley,"After her parents die, Louise encounters more than she expected in dealing with the family home.",2,parent die louise encounter expect deal family home,15,-0.5994
2023-02-05,9780593186718,6,3,,THE HOUSE IN THE PINES,Ana Reyes,Dutton,"Seven years after witnessing her best friend drop dead, Maya returns to her Berkshires hometown to piece together what happened.",2,seven year witness good friend drop dead maya return berkshire hometown piece happen,17,-0.0772
2023-02-05,9781250313102,7,2,,HELL BENT,Leigh Bardugo,Flatiron,The second book in the Alex Stern series. Alex risks her future at Lethe and Yale to get Darlington out of purgatory.,2,second book alex stern series alex risk future lethe yale darlington purgatory,0,-0.2732
2023-02-05,9780385548922,8,14,,THE BOYS FROM BILOXI,John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law.",2,childhood friend follow father footstep put opposite side law,10,0.4939
2023-02-05,9780063251922,9,14,,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,2,winner       pulitzer prize fiction reimagining charle dicken david copperfield set mountain southern appalachia,11,0.7964
2023-02-05,9781668002179,10,20,,FAIRY TALE,Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.,2,high school kid inherit shed portal world good evil war,7,-0.7506
2023-02-05,9781984818386,11,16,,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush.",2,return hometown olivia mcafee son get accuse kill crush,10,-0.7964
2023-02-05,9780593535608,12,1,,THE SHARDS,Bret Easton Ellis,Knopf,"In Los Angeles in 1981, a prep school senior becomes obsessed with a new student at the same time he and his circle of friends are taunted by a serial killer.",2,los angeles        prep school senior obsess new student time circle friend taunt serial killer,3,-0.4767
2023-02-05,9781984821867,13,3,,WITHOUT A TRACE,Danielle Steel,Delacorte,Charles Vincent meets someone who ignites his passion and must decide whether to walk away from his perfect-from-the-outside life.,2,charles vincent meet ignite passion decide walk away perfect outside life,2,0.7717
2023-02-05,9781501171345,14,64,,THE LAST THING HE TOLD ME,Laura Dave,Simon & Schuster,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.,2,hannah hall discover truth miss husband bond daughter previous relationship,7,0.1779
2023-02-05,9780525559474,15,100,,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.,2,nora seed find library edge universe contain book multiple possibility life live,12,0.0
2023-02-12,9780385547345,1,38,,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,2,scientist single mother live california      star cooking,7,0.0
2023-02-12,9780593321201,2,18,,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.,2,friend find partnership challenge world video game design,6,0.5423
2023-02-12,9780593186718,3,4,,THE HOUSE IN THE PINES,Ana Reyes,Dutton,"Seven years after witnessing her best friend drop dead, Maya returns to her Berkshires hometown to piece together what happened.",2,seven year witness good friend drop dead maya return berkshire hometown piece happen,17,-0.0772
2023-02-12,9780316404297,4,3,,THE HOUSE OF WOLVES,James Patterson and Mike Lupica,"Little, Brown","After her father is murdered, Jenny Wolf becomes the head of a powerful family in California.",2,father murder jenny wolf head powerful family california,9,-0.4404
2023-02-12,9780063251922,5,15,,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,2,winner       pulitzer prize fiction reimagining charle dicken david copperfield set mountain southern appalachia,11,0.7964
2023-02-12,9780593201268,6,2,,HOW TO SELL A HAUNTED HOUSE,Grady Hendrix,Berkley,"After her parents die, Louise encounters more than she expected in dealing with the family home.",2,parent die louise encounter expect deal family home,15,-0.5994
2023-02-12,9780385548922,7,15,,THE BOYS FROM BILOXI,John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law.",2,childhood friend follow father footstep put opposite side law,10,0.4939
2023-02-12,9781668002179,8,21,,FAIRY TALE,Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.,2,high school kid inherit shed portal world good evil war,7,-0.7506
2023-02-12,9781250313102,9,3,,HELL BENT,Leigh Bardugo,Flatiron,The second book in the Alex Stern series. Alex risks her future at Lethe and Yale to get Darlington out of purgatory.,2,second book alex stern series alex risk future lethe yale darlington purgatory,0,-0.2732
2023-02-12,9781538736777,10,2,,THE CABINET OF DR. LENG,Douglas Preston and Lincoln Child,Grand Central,The 21st book in the Pendergast series. Constance Greene travels back in time to prevent the deaths of her siblings.,2,book pendergast series constance greene travel time prevent death sibling,19,-0.5859
2023-02-12,9781984818386,11,17,,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush.",2,return hometown olivia mcafee son get accuse kill crush,10,-0.7964
2023-02-12,9780063204157,12,3,,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,2,widow work night shift sowell bay aquarium aid solve mystery giant pacific octopus live,17,0.2023
2023-02-12,9780525559474,13,101,,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.,2,nora seed find library edge universe contain book multiple possibility life live,12,0.0
2023-02-12,9780399562969,14,9,,HORSE,Geraldine Brooks,Viking,"The story of a racehorse, an enslaved groom and an itinerant painter reverberates in three different eras.",2,story racehorse enslaved groom itinerant painter reverberate different era,15,-0.4019
2023-02-12,9781501171345,15,65,,THE LAST THING HE TOLD ME,Laura Dave,Simon & Schuster,Hannah Hall discovers truths about her missing husband and bonds with his daughter from a previous relationship.,2,hannah hall discover truth miss husband bond daughter previous relationship,7,0.1779
2023-02-19,9780385547345,1,39,,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,2,scientist single mother live california      star cooking,7,0.0
2023-02-19,9780593321201,2,19,,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.,2,friend find partnership challenge world video game design,6,0.5423
2023-02-19,9780593186718,3,5,,THE HOUSE IN THE PINES,Ana Reyes,Dutton,"Seven years after witnessing her best friend drop dead, Maya returns to her Berkshires hometown to piece together what happened.",2,seven year witness good friend drop dead maya return berkshire hometown piece happen,17,-0.0772
2023-02-19,9780063251922,4,16,,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,2,winner       pulitzer prize fiction reimagining charle dicken david copperfield set mountain southern appalachia,11,0.7964
2023-02-19,9781250282521,5,1,,MAAME,Jessica George,St. Martin's,"Maddie, the daughter of an overbearing mother recently returned from Ghana and a father suffering from Parkinson’s, begins to build a life for herself in London.",2,maddie daughter overbearing mother recently return ghana father suffer parkinson begin build life london,15,-0.5423
2023-02-19,9780385548922,6,16,,THE BOYS FROM BILOXI,John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law.",2,childhood friend follow father footstep put opposite side law,10,0.4939
2023-02-19,9780316404297,7,4,,THE HOUSE OF WOLVES,James Patterson and Mike Lupica,"Little, Brown","After her father is murdered, Jenny Wolf becomes the head of a powerful family in California.",2,father murder jenny wolf head powerful family california,9,-0.4404
2023-02-19,9781250235350,8,1,,EXILES,Jane Harper,Flatiron,"Questions surrounding the case of a missing woman, which have weighed on Aaron Falk for the past year, emerge at a gathering in the southern Australian wine country.",2,question surround case miss woman weigh aaron falk past year emerge gathering southern australian wine country,19,-0.1531
2023-02-19,9781668002179,9,22,,FAIRY TALE,Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.,2,high school kid inherit shed portal world good evil war,7,-0.7506
2023-02-19,9781984818386,10,18,,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush.",2,return hometown olivia mcafee son get accuse kill crush,10,-0.7964
2023-02-19,9780593201268,11,3,,HOW TO SELL A HAUNTED HOUSE,Grady Hendrix,Berkley,"After her parents die, Louise encounters more than she expected in dealing with the family home.",2,parent die louise encounter expect deal family home,15,-0.5994
2023-02-19,9780063204157,12,4,,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,2,widow work night shift sowell bay aquarium aid solve mystery giant pacific octopus live,17,0.2023
2023-02-19,9780525559474,13,102,,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.,2,nora seed find library edge universe contain book multiple possibility life live,12,0.0
2023-02-19,9780399562969,14,10,,HORSE,Geraldine Brooks,Viking,"The story of a racehorse, an enslaved groom and an itinerant painter reverberates in three different eras.",2,story racehorse enslaved groom itinerant painter reverberate different era,15,-0.4019
2023-02-19,9781250846037,15,1,,FINLAY DONOVAN JUMPS THE GUN,Elle Cosimano,Minotaur,"The third book in the Finlay Donovan series. A mob boss, a contract killer and parenthood complicate things for Finlay and Vero.",2,book finlay donovan series mob boss contract killer parenthood complicate thing finlay vero,5,-0.6486
2023-02-26,9781250284082,1,1,,ENCORE IN DEATH,J.D. Robb,St. Martin's,The 56th book of the In Death series. Eve Dallas investigates the mysterious death of a well-loved star of stage and screen.,2,book death series eve dallas investigate mysterious death love star stage screen,17,-0.5574
2023-02-26,9781984879295,2,1,,SOMEONE ELSE'S SHOES,Jojo Moyes,Pamela Dorman,Drastic changes and a pair of six-inch high Christian Louboutin red crocodile shoes shake up the lives of two women.,2,drastic change pair inch high christian louboutin red crocodile shoe shake life woman,18,-0.1779
2023-02-26,9780385547345,3,40,,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,2,scientist single mother live california      star cooking,7,0.0
2023-02-26,9780593321201,4,20,,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.,2,friend find partnership challenge world video game design,6,0.5423
2023-02-26,9780593186718,5,6,,THE HOUSE IN THE PINES,Ana Reyes,Dutton,"Seven years after witnessing her best friend drop dead, Maya returns to her Berkshires hometown to piece together what happened.",2,seven year witness good friend drop dead maya return berkshire hometown piece happen,17,-0.0772
2023-02-26,9780063251922,6,17,,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,2,winner       pulitzer prize fiction reimagining charle dicken david copperfield set mountain southern appalachia,11,0.7964
2023-02-26,9780593243398,7,1,,VICTORY CITY,Salman Rushdie,Random House,"After a battle in 14th-century southern India, a girl named Pampa Kampana becomes a vessel for a goddess and spends 250 years seeking to give women equal agency in a patriarchal world.",2,battle century southern india girl name pampa kampana vessel goddess spend      year seek woman equal agency patriarchal world,4,-0.3818
2023-02-26,9781984818386,8,19,,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush.",2,return hometown olivia mcafee son get accuse kill crush,10,-0.7964
2023-02-26,9780525618614,9,1,,UNNATURAL HISTORY,Jonathan Kellerman,Ballantine,The 38th book in the Alex Delaware series. Alex and Milo investigate the murder of a wealthy photographer.,2,book alex delaware series alex milo investigate murder wealthy photographer,0,-0.4939
2023-02-26,9780385548922,10,17,,THE BOYS FROM BILOXI,John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law.",2,childhood friend follow father footstep put opposite side law,10,0.4939
2023-02-26,9780316404297,11,5,,THE HOUSE OF WOLVES,James Patterson and Mike Lupica,"Little, Brown","After her father is murdered, Jenny Wolf becomes the head of a powerful family in California.",2,father murder jenny wolf head powerful family california,9,-0.4404
2023-02-26,9781668002179,12,23,,FAIRY TALE,Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.,2,high school kid inherit shed portal world good evil war,7,-0.7506
2023-02-26,9781982197360,13,1,,THE HOUSE OF EVE,Sadeqa Johnson,Simon & Schuster,"Complications involving love, family and higher education impact the lives of two women living in the 1950s.",2,complication involve love family high education impact life woman live     ,12,0.6369
2023-02-26,9780525559474,14,103,,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.,2,nora seed find library edge universe contain book multiple possibility life live,12,0.0
2023-02-26,9781250282521,15,2,,MAAME,Jessica George,St. Martin's,"Maddie, the daughter of an overbearing mother recently returned from Ghana and a father suffering from Parkinson’s, begins to build a life for herself in London.",2,maddie daughter overbearing mother recently return ghana father suffer parkinson begin build life london,15,-0.5423
2023-03-05,9780385547345,1,41,,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,3,scientist single mother live california      star cooking,7,0.0
2023-03-05,9780593321201,2,21,,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.,3,friend find partnership challenge world video game design,6,0.5423
2023-03-05,9781984879295,3,2,,SOMEONE ELSE'S SHOES,Jojo Moyes,Pamela Dorman,Drastic changes and a pair of six-inch high Christian Louboutin red crocodile shoes shake up the lives of two women.,3,drastic change pair inch high christian louboutin red crocodile shoe shake life woman,18,-0.1779
2023-03-05,9780063251922,4,18,,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,3,winner       pulitzer prize fiction reimagining charle dicken david copperfield set mountain southern appalachia,11,0.7964
2023-03-05,9780385548922,5,18,,THE BOYS FROM BILOXI,John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law.",3,childhood friend follow father footstep put opposite side law,10,0.4939
2023-03-05,9780593186718,6,7,,THE HOUSE IN THE PINES,Ana Reyes,Dutton,"Seven years after witnessing her best friend drop dead, Maya returns to her Berkshires hometown to piece together what happened.",3,seven year witness good friend drop dead maya return berkshire hometown piece happen,17,-0.0772
2023-03-05,9781250284082,7,2,,ENCORE IN DEATH,J.D. Robb,St. Martin's,The 56th book of the In Death series. Eve Dallas investigates the mysterious death of a well-loved star of stage and screen.,3,book death series eve dallas investigate mysterious death love star stage screen,17,-0.5574
2023-03-05,9781668002179,8,24,,FAIRY TALE,Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.,3,high school kid inherit shed portal world good evil war,7,-0.7506
2023-03-05,9781984818386,9,20,,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush.",3,return hometown olivia mcafee son get accuse kill crush,10,-0.7964
2023-03-05,9780525559474,10,104,,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.,3,nora seed find library edge universe contain book multiple possibility life live,12,0.0
2023-03-05,9780316404297,11,6,,THE HOUSE OF WOLVES,James Patterson and Mike Lupica,"Little, Brown","After her father is murdered, Jenny Wolf becomes the head of a powerful family in California.",3,father murder jenny wolf head powerful family california,9,-0.4404
2023-03-05,9780063204157,12,5,,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,3,widow work night shift sowell bay aquarium aid solve mystery giant pacific octopus live,17,0.2023
2023-03-05,9781982197360,13,2,,THE HOUSE OF EVE,Sadeqa Johnson,Simon & Schuster,"Complications involving love, family and higher education impact the lives of two women living in the 1950s.",3,complication involve love family high education impact life woman live     ,12,0.6369
2023-03-05,9781250252326,14,1,,THE LAST ORPHAN,Gregg Hurwitz,Minotaur,The eighth book in the Orphan X series. Evan Smoak must choose between his principles or his life.,3,eighth book orphan series evan smoak choose principle life,16,0.0
2023-03-05,9780593243398,15,2,,VICTORY CITY,Salman Rushdie,Random House,"After a battle in 14th-century southern India, a girl named Pampa Kampana becomes a vessel for a goddess and spends 250 years seeking to give women equal agency in a patriarchal world.",3,battle century southern india girl name pampa kampana vessel goddess spend      year seek woman equal agency patriarchal world,4,-0.3818
2023-03-12,9780385547345,1,42,,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,3,scientist single mother live california      star cooking,7,0.0
2023-03-12,9780593321201,2,22,,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.,3,friend find partnership challenge world video game design,6,0.5423
2023-03-12,9780593490143,3,1,,I HAVE SOME QUESTIONS FOR YOU,Rebecca Makkai,Viking,A film professor and podcaster is invited back to teach a course at the boarding school where her roommate was murdered.,3,film professor podcaster invite teach course boarding school roommate murder,13,-0.6249
2023-03-12,9781984879295,4,3,,SOMEONE ELSE'S SHOES,Jojo Moyes,Pamela Dorman,Drastic changes and a pair of six-inch high Christian Louboutin red crocodile shoes shake up the lives of two women.,3,drastic change pair inch high christian louboutin red crocodile shoe shake life woman,18,-0.1779
2023-03-12,9780063251922,5,19,,DEMON COPPERHEAD,Barbara Kingsolver,Harper,Winner of a 2023 Pulitzer Prize for fiction. A reimagining of Charles Dickens’s “David Copperfield” set in the mountains of southern Appalachia.,3,winner       pulitzer prize fiction reimagining charle dicken david copperfield set mountain southern appalachia,11,0.7964
2023-03-12,9781668024485,6,1,,MURDER YOUR EMPLOYER,Rupert Holmes,Avid Reader,"At the McMasters Conservatory for the Applied Arts, students learn how to “delete” someone.",3,mcmaster conservatory apply art student learn delete,10,0.0
2023-03-12,9780593548103,7,1,,BURNER,Mark Greaney,Berkley,"The 12th book in the Gray Man series. Stolen records, the Russian mafia and the C.I.A. complicate things for Court Gentry and his lover.",3,book gray man series steal record russian mafia complicate thing court gentry lover,2,0.1531
2023-03-12,9781538720998,8,1,,THE LAST KINGDOM,Steve Berry,Grand Central,The 17th book in the Cotton Malone series. Malone and Daniels battle adversaries in Bavaria.,3,book cotton malone series malone daniels battle adversary bavaria,5,-0.5267
2023-03-12,9781982199456,9,1,,THE WRITING RETREAT,Julia Bartz,Atria/Emily Bestler,An aspiring writer goes on a writing retreat that might have life-changing or life-ending outcomes.,3,aspire writer go writing retreat life change life end outcome,1,0.2023
2023-03-12,9780593186718,10,8,,THE HOUSE IN THE PINES,Ana Reyes,Dutton,"Seven years after witnessing her best friend drop dead, Maya returns to her Berkshires hometown to piece together what happened.",3,seven year witness good friend drop dead maya return berkshire hometown piece happen,17,-0.0772
2023-03-12,9780385548922,11,19,,THE BOYS FROM BILOXI,John Grisham,Doubleday,"Two childhood friends follow in their fathers’ footsteps, which puts them on opposite sides of the law.",3,childhood friend follow father footstep put opposite side law,10,0.4939
2023-03-12,9781668002179,12,25,,FAIRY TALE,Stephen King,Scribner,A high school kid inherits a shed that is a portal to another world where good and evil are at war.,3,high school kid inherit shed portal world good evil war,7,-0.7506
2023-03-12,9781984818386,13,21,,MAD HONEY,Jodi Picoult and Jennifer Finney Boylan,Ballantine,"After returning to her hometown, Olivia McAfee’s son gets accused of killing his crush.",3,return hometown olivia mcafee son get accuse kill crush,10,-0.7964
2023-03-12,9780525559474,14,105,,THE MIDNIGHT LIBRARY,Matt Haig,Viking,Nora Seed finds a library beyond the edge of the universe that contains books with multiple possibilities of the lives one could have lived.,3,nora seed find library edge universe contain book multiple possibility life live,12,0.0
2023-03-12,9780063204157,15,6,,REMARKABLY BRIGHT CREATURES,Shelby Van Pelt,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,3,widow work night shift sowell bay aquarium aid solve mystery giant pacific octopus live,17,0.2023
2023-03-19,9780593331309,1,1,,STORM WATCH,C.J. Box,Putnam,The 23rd book in the Joe Pickett series. Joe and Nate might be on opposite sides for the first time.,3,book joe pickett series joe nate opposite side time,14,0.0
2023-03-19,9780385547345,2,43,,LESSONS IN CHEMISTRY,Bonnie Garmus,Doubleday,A scientist and single mother living in California in the 1960s becomes a star on a TV cooking show.,3,scientist single mother live california      star cooking,7,0.0
2023-03-19,9781635577921,3,1,,A DAY OF FALLEN NIGHT,Samantha Shannon,Bloomsbury,"A prequel to “The Priory of the Orange Tree.” When the Dreadmount erupts, several women must protect humankind.",3,prequel priory orange tree dreadmount erupt woman protect humankind,14,0.3818
2023-03-19,9780593321201,4,23,,"TOMORROW, AND TOMORROW, AND TOMORROW",Gabrielle Zevin,Knopf,Two friends find their partnership challenged in the world of video game design.,3,friend find partnership challenge world video game design,6,0.5423
2023-03-19,9780593490143,5,2,,I HAVE SOME QUESTIONS FOR YOU,Rebecca Makkai,Viking,A film professor and podcaster is invited back to teach a course at the boarding school where her roommate was murdered.,3,film professor podcaster invite teach course boarding school roommate murder,13,-0.6249
2023-03-19,9781984879295,6,4,,SOMEONE ELSE'S SHOES,Jojo Moyes,Pamela Dorman,Drastic changes and a pair of six-inch high Christian Louboutin red crocodile shoes shake up the lives of two women.,3,drastic change pair inch high christian louboutin red crocodile shoe shake life woman,18,-0.1779
