list_date,isbn13,rank,weeks_on_list,isbn10,title,author,publisher,description,month,clean_description,dominant_topic,sentiment_compound
2018-09-09,9780735224292,9,46,,LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin Press,An artist upends a quiet town outside Cleveland.,9,artist upend quiet town outside cleveland,6,0.0
2018-09-09,9780670026197,10,59,,A GENTLEMAN IN MOSCOW,Amor Towles,Viking,A Russian count undergoes 30 years of house arrest.,9,russian count undergo     year house arrest,16,-0.34
2018-09-09,9780062678416,11,29,,THE WOMAN IN THE WINDOW,A.J. Finn,Morrow,A recluse who drinks heavily and takes prescription drugs may have witnessed a crime across from her Harlem townhouse.,9,recluse drink heavily take prescription drug witness crime harlem townhouse,8,-0.5423
2018-09-09,9781250099594,12,2,,FEARED,Lisa Scottoline,St. Martin's,Mary DiNunzio and Bennie Rosato must solve a murder and handle a reverse sex discrimination suit against their firm.,9,mary dinunzio bennie rosato solve murder handle reverse sex discrimination suit firm,14,-0.5994
2018-09-09,9780399181252,13,6,,COTTAGE BY THE SEA,Debbie Macomber,Ballantine,Annie Marlow forms new relationships in the Pacific Northwest as she tries to recover from tragedy.,9,annie marlow form new relationship pacific northwest try recover tragedy,13,-0.6597
2018-09-09,9781501138126,14,4,,PARADOX,Catherine Coulter,Gallery,"In the 22nd book in the F.B.I. Thriller series, agents Sherlock and Savich look for an escaped psychopath.",9,book thriller series agent sherlock savich look escape psychopath,12,0.2732
2018-09-09,9780312577230,15,20,,THE GREAT ALONE,Kristin Hannah,St. Martin's,A former prisoner of war moves his family to Alaska.,9,prisoner war move family alaska,15,-0.8126
2018-09-16,9781328613042,1,1,,THE FALL OF GONDOLIN,J.R.R. Tolkien,Houghton Mifflin Harcourt,"Thousands of years before the events of “The Lord of the Rings,” a hero named Tuor visits a secret city. Edited by Christopher Tolkien.",9,thousand year event lord ring hero name tuor visit secret city edit christopher tolkien,4,0.5574
2018-09-16,9780316556668,2,3,,TEXAS RANGER,James Patterson and Andrew Bourelle,"Little, Brown",Rory Yates's job and reputation are at risk when he is accused of killing his ex-wife.,9,rory yate job reputation risk accuse kill wife,18,-0.8225
2018-09-16,9780316412698,3,13,,THE PRESIDENT IS MISSING,James Patterson and Bill Clinton,"Little, Brown and Knopf",President Jonathan Duncan takes on adversaries at home and abroad.,9,president jonathan duncan take adversary home abroad,2,-0.2023
2018-09-16,9781501180989,4,15,,THE OUTSIDER,Stephen King,Scribner,A detective investigates a seemingly wholesome member of the community when an 11-year-old boy’s body is found.,9,detective investigate seemingly wholesome member community     year old boy body find,9,0.0
2018-09-16,9781455572168,5,4,,TAILSPIN,Sandra Brown,Grand Central,A pilot navigates treacherous situations when he attempts to deliver a mysterious black box to a doctor in Georgia.,9,pilot navigate treacherous situation attempt deliver mysterious black box doctor georgia,18,0.0
2018-09-16,9780062430274,6,2,,PIECES OF HER,Karin Slaughter,Morrow,"When a violent incident reveals her mother’s secret past, Andrea Oliver searches for clues to save her.",9,violent incident reveal mother secret past andrea oliver search clue save,5,-0.1779
2018-09-16,9780316556347,7,5,,CIRCE,Madeline Miller,"Little, Brown","Zeus banishes Helios' daughter to an island, where she must choose between living with gods or mortals.",9,zeus banish helios daughter island choose live god mortal,14,-0.2023
2018-09-16,9781250102683,8,1,,STYGIAN,Sherrilyn Kenyon,Tor,The 29th book in the Dark-Hunter series. A trained slayer forms alliances with enemies.,9,book dark hunter series train slayer form alliance enemy,15,-0.5423
2018-09-16,9780425284681,9,50,,BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,A South Carolina lawyer learns about the questionable practices of a Tennessee orphanage.,9,south carolina lawyer learn questionable practice tennessee orphanage,10,-0.296
2018-09-16,9780525520375,10,10,,THERE THERE,Tommy Orange,Knopf,A multigenerational story exploring the plight of the urban Native American.,9,multigenerational story explore plight urban native american,5,0.0
2018-09-16,9780425270714,11,1,,MAGIC TRIUMPHS,Ilona Andrews,Ace,"The 10th book in the Kate Daniels series. After starting a family with a former Beast Lord, Kate faces the threat of war from an ancient enemy.",9,book kate daniels series start family beast lord kate face threat war ancient enemy,2,-0.8957
2018-09-16,9780062678416,12,30,,THE WOMAN IN THE WINDOW,A.J. Finn,Morrow,A recluse who drinks heavily and takes prescription drugs may have witnessed a crime across from her Harlem townhouse.,9,recluse drink heavily take prescription drug witness crime harlem townhouse,8,-0.5423
2018-09-16,9780735224292,13,47,,LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin Press,An artist upends a quiet town outside Cleveland.,9,artist upend quiet town outside cleveland,6,0.0
2018-09-16,9780062834829,14,7,,THE OTHER WOMAN,Daniel Silva,Harper,"Gabriel Allon, the art restorer and assassin, fights the Russians to decide the fate of postwar global order.",9,gabriel allon art restorer assassin fight russians decide fate postwar global order,12,-0.3818
2018-09-16,9781250099594,15,3,,FEARED,Lisa Scottoline,St. Martin's,Mary DiNunzio and Bennie Rosato must solve a murder and handle a reverse sex discrimination suit against their firm.,9,mary dinunzio bennie rosato solve murder handle reverse sex discrimination suit firm,14,-0.5994
2018-09-23,9781250161567,1,1,,LEVERAGE IN DEATH,J.D. Robb,St. Martin's,Lieutenant Eve Dallas investigates a mysterious act of terror.,9,lieutenant eve dallas investigate mysterious act terror,17,-0.5267
2018-09-23,9780399179266,2,1,,IN HIS FATHER'S FOOTSTEPS,Danielle Steel,Delacorte,The son of two Holocaust survivors struggles to become his own person after his marriage falls apart.,9,son holocaust survivor struggle person marriage fall apart,2,0.0516
2018-09-23,9780316412698,3,14,,THE PRESIDENT IS MISSING,James Patterson and Bill Clinton,"Little, Brown and Knopf",President Jonathan Duncan takes on adversaries at home and abroad.,9,president jonathan duncan take adversary home abroad,2,-0.2023
2018-09-23,9780316556668,4,4,,TEXAS RANGER,James Patterson and Andrew Bourelle,"Little, Brown",Rory Yates's job and reputation are at risk when he is accused of killing his ex-wife.,9,rory yate job reputation risk accuse kill wife,18,-0.8225
2018-09-23,9780525522478,5,1,,DEPTH OF WINTER,Craig Johnson,Viking,Sheriff Longmire takes on the head of a drug cartel in a remote area of the northern Mexican desert.,9,sheriff longmire take head drug cartel remote area northern mexican desert,16,0.0
2018-09-23,9781328613042,6,2,,THE FALL OF GONDOLIN,J.R.R. Tolkien,Houghton Mifflin Harcourt,"Thousands of years before the events of “The Lord of the Rings,” a hero named Tuor visits a secret city. Edited by Christopher Tolkien.",9,thousand year event lord ring hero name tuor visit secret city edit christopher tolkien,4,0.5574
2018-09-23,9781501180989,7,16,,THE OUTSIDER,Stephen King,Scribner,A detective investigates a seemingly wholesome member of the community when an 11-year-old boy’s body is found.,9,detective investigate seemingly wholesome member community     year old boy body find,9,0.0
2018-09-23,9780451490087,8,1,,DARK SENTINEL,Christine Feehan,Berkley,The 32nd book in the Carpathian series. Andor Katona tries to convince Lorraine Peters of their immortal bond.,9,book carpathian series andor katona try convince lorraine peter immortal bond,13,0.4588
2018-09-23,9780735219090,9,1,,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",9,quiet town north carolina coast        young woman survive marsh murder suspect,3,-0.7845
2018-09-23,9780425284681,10,51,,BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,A South Carolina lawyer learns about the questionable practices of a Tennessee orphanage.,9,south carolina lawyer learn questionable practice tennessee orphanage,10,-0.296
2018-09-23,9781455572168,11,5,,TAILSPIN,Sandra Brown,Grand Central,A pilot navigates treacherous situations when he attempts to deliver a mysterious black box to a doctor in Georgia.,9,pilot navigate treacherous situation attempt deliver mysterious black box doctor georgia,18,0.0
2018-09-23,9780062430274,12,3,,PIECES OF HER,Karin Slaughter,Morrow,"When a violent incident reveals her mother’s secret past, Andrea Oliver searches for clues to save her.",9,violent incident reveal mother secret past andrea oliver search clue save,5,-0.1779
2018-09-23,9780525520375,13,11,,THERE THERE,Tommy Orange,Knopf,A multigenerational story exploring the plight of the urban Native American.,9,multigenerational story explore plight urban native american,5,0.0
2018-09-23,9780062688590,14,1,,TIMELESS,R.A. Salvatore,Harper Voyager,Zaknafein and Drizzt must overcome their differences to protect their loved ones.,9,zaknafein drizzt overcome difference protect love one,16,0.7783
2018-09-23,9780062657572,15,1,,FIELD OF BONES,J.A. Jance,Morrow,Sherriff Joanna Brady oversees the complex investigation of a multiple homicide.,9,sherriff joanna brady oversee complex investigation multiple homicide,5,0.0
2018-09-30,9780316474122,1,1,,JUROR #3,James Patterson and Nancy Allen,"Little, Brown",Ruby Bozarth defends a college football star charged in a felony case complicated by a second murder.,9,ruby bozarth defend college football star charge felony case complicate second murder,1,-0.8481
2018-09-30,9780735219069,2,1,,SHADOW TYRANTS,Clive Cussler and Boyd Morrison,Putnam,Juan Cabrillo and his crew fight two destructive adversaries.,9,juan cabrillo crew fight destructive adversary,8,-0.8126
2018-09-30,9781250161567,3,2,,LEVERAGE IN DEATH,J.D. Robb,St. Martin's,Lieutenant Eve Dallas investigates a mysterious act of terror.,9,lieutenant eve dallas investigate mysterious act terror,17,-0.5267
2018-09-30,9780399179266,4,2,,IN HIS FATHER'S FOOTSTEPS,Danielle Steel,Delacorte,The son of two Holocaust survivors struggles to become his own person after his marriage falls apart.,9,son holocaust survivor struggle person marriage fall apart,2,0.0516
2018-09-30,9780525483700,5,1,,THE FORBIDDEN DOOR,Dean Koontz,Bantam,"Jane Hawk, a former F.B.I. agent, must stop a secret group using mind-control technology.",9,jane hawk agent stop secret group mind control technology,8,-0.296
2018-09-30,9780316556668,6,5,,TEXAS RANGER,James Patterson and Andrew Bourelle,"Little, Brown",Rory Yates's job and reputation are at risk when he is accused of killing his ex-wife.,9,rory yate job reputation risk accuse kill wife,18,-0.8225
2018-09-30,9780316412698,7,15,,THE PRESIDENT IS MISSING,James Patterson and Bill Clinton,"Little, Brown and Knopf",President Jonathan Duncan takes on adversaries at home and abroad.,9,president jonathan duncan take adversary home abroad,2,-0.2023
2018-09-30,9780735219090,8,2,,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",9,quiet town north carolina coast        young woman survive marsh murder suspect,3,-0.7845
2018-09-30,9781328613042,9,3,,THE FALL OF GONDOLIN,J.R.R. Tolkien,Houghton Mifflin Harcourt,"Thousands of years before the events of “The Lord of the Rings,” a hero named Tuor visits a secret city. Edited by Christopher Tolkien.",9,thousand year event lord ring hero name tuor visit secret city edit christopher tolkien,4,0.5574
2018-09-30,9781501180989,10,17,,THE OUTSIDER,Stephen King,Scribner,A detective investigates a seemingly wholesome member of the community when an 11-year-old boy’s body is found.,9,detective investigate seemingly wholesome member community     year old boy body find,9,0.0
2018-09-30,9780399574948,11,1,,ROBERT B. PARKER'S COLORBLIND,Reed Farrel Coleman,Putnam,Police chief Jesse Stone works to solve racially motivated crimes and to clear the department's first black female deputy.,9,police chief jesse stone work solve racially motivate crime clear department black female deputy,8,0.3612
2018-09-30,9780425284681,12,52,,BEFORE WE WERE YOURS,Lisa Wingate,Ballantine,A South Carolina lawyer learns about the questionable practices of a Tennessee orphanage.,9,south carolina lawyer learn questionable practice tennessee orphanage,10,-0.296
2018-09-30,9780525522478,13,2,,DEPTH OF WINTER,Craig Johnson,Viking,Sheriff Longmire takes on the head of a drug cartel in a remote area of the northern Mexican desert.,9,sheriff longmire take head drug cartel remote area northern mexican desert,16,0.0
2018-09-30,9780735224292,14,48,,LITTLE FIRES EVERYWHERE,Celeste Ng,Penguin Press,An artist upends a quiet town outside Cleveland.,9,artist upend quiet town outside cleveland,6,0.0
2018-09-30,9780062678416,15,31,,THE WOMAN IN THE WINDOW,A.J. Finn,Morrow,A recluse who drinks heavily and takes prescription drugs may have witnessed a crime across from her Harlem townhouse.,9,recluse drink heavily take prescription drug witness crime harlem townhouse,8,-0.5423
2018-10-07,9780316422734,1,1,,LETHAL WHITE,Robert Galbraith,"Mulholland/Little, Brown","The fourth book in the Cormoran Strike series. Detectives Strike and Ellacott investigate a crime a young man may have witnessed as a child; by J. K. Rowling, writing pseudonymously.",10,fourth book cormoran strike series detective strike ellacott investigate crime young man witness child rowle write pseudonymously,11,-0.6705
2018-10-07,9780316474122,2,2,,JUROR #3,James Patterson and Nancy Allen,"Little, Brown",Ruby Bozarth defends a college football star charged in a felony case complicated by a second murder.,10,ruby bozarth defend college football star charge felony case complicate second murder,1,-0.8481
2018-10-07,9780399564512,3,1,,TIME'S CONVERT,Deborah Harkness,Viking,"During his lover's journey to immortality, a vampire's past returns to haunt them both.",10,lover journey immortality vampire past return haunt,1,0.2732
2018-10-07,9780525539094,4,1,,SEA PRAYER,Khaled Hosseini,Riverhead,"A father reflects on the life he and his son left behind in Syria, and the dangers of the journey before them.",10,father reflect life son leave syria danger journey,3,-0.5574
2018-10-07,9780735219069,5,2,,SHADOW TYRANTS,Clive Cussler and Boyd Morrison,Putnam,Juan Cabrillo and his crew fight two destructive adversaries.,10,juan cabrillo crew fight destructive adversary,8,-0.8126
2018-10-07,9781250161567,6,3,,LEVERAGE IN DEATH,J.D. Robb,St. Martin's,Lieutenant Eve Dallas investigates a mysterious act of terror.,10,lieutenant eve dallas investigate mysterious act terror,17,-0.5267
2018-10-07,9780735219090,7,3,,WHERE THE CRAWDADS SING,Delia Owens,Putnam,"In a quiet town on the North Carolina coast in 1969, a young woman who survived alone in the marsh becomes a murder suspect.",10,quiet town north carolina coast        young woman survive marsh murder suspect,3,-0.7845
